(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
(1.1, 0.9, -0.4) (1.1, 0.0, 0.0) (0.0, 0.0, 0.0)
